model,prior_par0_st1_st2,prior_par1_st1_st2,minNegLike,AIC_model,st1_par0,st1_par1,st2_par0,st2_par1
weibull,30.6281 _ 25.808,21.7569 _ 10.4461,17976931348623157e292,Inf,30.6281,21.756899999999998,25.808,10.446100000000001
weibull,27.0084 _ 37.8754,1.3052 _ 18.3097,17976931348623157e292,Inf,27.008400000000005,1.3052,37.8754,18.309700000000003
weibull,21.4843 _ 14.2564,2.472 _ 11.2163,17976931348623157e292,Inf,21.4843,2.472,14.2564,11.2163
weibull,34.1228 _ 19.786,6.3813 _ 16.5509,17976931348623157e292,Inf,34.1228,6.3813,19.786,16.5509
weibull,32.0737 _ 32.5702,17.3752 _ 5.5415,17976931348623157e292,Inf,32.073699999999995,17.3752,32.57020000000001,5.541500000000001
weibull,10.7662 _ 37.9934,8.2221 _ 15.6354,17976931348623157e292,Inf,10.766200000000001,8.2221,37.99340000000001,15.635400000000002
weibull,3.7302 _ 32.0161,5.7692 _ 13.2718,17976931348623157e292,Inf,3.7302000000000004,5.7692,32.01610000000001,13.271800000000004
weibull,21.8463 _ 18.3451,15.2076 _ 4.7114,17976931348623157e292,Inf,21.8463,15.2076,18.345100000000002,4.711399999999999
weibull,11.6871 _ 19.8787,13.9721 _ 7.2627,17976931348623157e292,Inf,11.687099999999997,13.972100000000001,19.878699999999995,7.262700000000001
weibull,31.1566 _ 15.685,19.1344 _ 19.1899,17976931348623157e292,Inf,31.156600000000005,19.134399999999996,15.684999999999999,19.189899999999998
weibull,15.6724 _ 39.0157,4.063 _ 4.5953,17976931348623157e292,Inf,15.672399999999998,4.063,39.015699999999995,4.5953
weibull,29.6108 _ 37.3103,14.9486 _ 11.596,17976931348623157e292,Inf,29.6108,14.948600000000003,37.310300000000005,11.596
weibull,37.4116 _ 2.6853,6.3713 _ 14.5179,1109.3393979736297,2232.6787959472595,308.0227774332054,4.469162900988084,1.4949764197055562,4.7025725224660775
weibull,39.5955 _ 29.724,2.91 _ 6.4419,17976931348623157e292,Inf,39.5955,2.91,29.723999999999997,6.4419
weibull,18.8315 _ 0.3967,22.8093 _ 3.5886,1169.81798994404,2353.63597988808,11.77335469124589,15.869507866218926,1.472042361794321,4.663401918397668
weibull,17.0688 _ 7.0883,6.3958 _ 2.6785,17976931348623157e292,Inf,17.0688,6.3958,7.088300000000001,2.6785
weibull,39.4363 _ 37.8011,22.561 _ 1.7459,17976931348623157e292,Inf,39.436299999999996,22.561,37.8011,1.7459
weibull,13.7052 _ 7.6595,12.0574 _ 7.4704,17976931348623157e292,Inf,13.705200000000001,12.057400000000001,7.6594999999999995,7.4704000000000015
weibull,20.3074 _ 25.3878,15.8079 _ 6.2117,17976931348623157e292,Inf,20.307400000000005,15.8079,25.3878,6.211700000000001
weibull,38.1147 _ 17.4933,4.9501 _ 19.6257,17976931348623157e292,Inf,38.11469999999999,4.9501,17.4933,19.6257
weibull,38.77 _ 38.1888,16.1139 _ 0.3281,17976931348623157e292,Inf,38.77,16.1139,38.18879999999999,0.3281
weibull,6.1376 _ 15.2651,7.5575 _ 4.2805,17976931348623157e292,Inf,6.1376,7.5575,15.265100000000004,4.280500000000001
weibull,21.2047 _ 24.4406,0.8626 _ 14.7596,17976931348623157e292,Inf,21.204700000000003,0.8626,24.4406,14.759600000000002
weibull,24.6773 _ 20.2347,9.5534 _ 21.9072,17976931348623157e292,Inf,24.677300000000002,9.5534,20.2347,21.907200000000003
weibull,21.4341 _ 20.0303,6.7877 _ 18.4145,17976931348623157e292,Inf,21.434099999999997,6.7877,20.030299999999997,18.414499999999997
weibull,1.9876 _ 20.6127,15.4773 _ 7.2685,17976931348623157e292,Inf,21.434099999999997,6.7877,20.030299999999997,18.414499999999997
weibull,29.9511 _ 5.2714,5.6784 _ 22.5949,1169.8179830956124,2353.6359661912247,11.125550139888805,0.24705148100252128,1.4720416664331113,4.663402128564747
weibull,37.5751 _ 11.3333,14.0822 _ 0.663,17976931348623157e292,Inf,37.575100000000006,14.0822,11.3333,0.663
weibull,31.3688 _ 27.0777,19.663 _ 1.6808,17976931348623157e292,Inf,31.368800000000007,19.663000000000004,27.077700000000004,1.6808
weibull,39.0757 _ 27.4387,12.7268 _ 9.9009,17976931348623157e292,Inf,39.075700000000005,12.726800000000003,27.438699999999997,9.9009
weibull,15.1953 _ 17.134,15.0728 _ 2.55,17976931348623157e292,Inf,15.195300000000003,15.072799999999999,17.133999999999997,2.55
weibull,18.3318 _ 9.0061,19.2283 _ 3.3403,17976931348623157e292,Inf,18.3318,19.228299999999997,9.0061,3.3403000000000005
weibull,26.2187 _ 34.5417,19.4269 _ 6.6875,17976931348623157e292,Inf,26.218700000000002,19.4269,34.5417,6.687499999999999
weibull,20.9201 _ 7.7618,13.5875 _ 4.1528,17976931348623157e292,Inf,20.9201,13.587500000000002,7.761800000000001,4.1528
weibull,14.3818 _ 35.6812,5.9501 _ 16.1312,17976931348623157e292,Inf,14.381799999999998,5.950100000000001,35.681200000000004,16.1312
weibull,13.965 _ 0.2368,18.0546 _ 0.8781,1169.8180085974984,2353.636017194997,20.675620218452515,16.631534902255677,1.4720405202217217,4.663397490770583
weibull,1.2393 _ 35.3036,6.1752 _ 18.062,1169.8179800937169,2353.6359601874337,1.4720419976090624,4.663400387492782,1.2317035380878543,13.638010843403562
weibull,19.3131 _ 33.7796,22.6729 _ 22.7622,17976931348623157e292,Inf,19.3131,22.6729,33.7796,22.7622
weibull,29.4044 _ 2.451,13.2684 _ 13.7886,1169.817986624784,2353.635973249568,9.752223749465343e-5,8.294583240127823,1.4720425214520676,4.663400151715428
weibull,16.2758 _ 3.7189,19.7147 _ 9.7684,1163.1786309131944,2340.357261826389,312.1978591652194,16.079554473450322,1.4919767902992072,4.592788878777864
weibull,38.5476 _ 15.4718,9.3119 _ 14.8529,17976931348623157e292,Inf,38.5476,9.3119,15.471800000000002,14.852900000000004
weibull,38.2487 _ 17.7224,9.6361 _ 8.0251,17976931348623157e292,Inf,38.2487,9.6361,17.722400000000004,8.025100000000002
weibull,14.3427 _ 10.9199,19.6859 _ 12.3986,17976931348623157e292,Inf,14.342699999999999,19.6859,10.919899999999998,12.398599999999998
weibull,9.3382 _ 29.6517,11.1819 _ 21.4904,17976931348623157e292,Inf,9.3382,11.1819,29.651700000000005,21.4904
weibull,9.1568 _ 16.1432,1.5136 _ 5.5046,17976931348623157e292,Inf,9.156800000000002,1.5136,16.1432,5.5046
weibull,28.6744 _ 10.0075,3.9437 _ 7.8061,17976931348623157e292,Inf,28.6744,3.9437,10.007499999999999,7.806099999999999
weibull,31.0174 _ 31.0189,7.9806 _ 21.9931,17976931348623157e292,Inf,31.017400000000002,7.980599999999999,31.018900000000002,21.9931
weibull,7.8016 _ 37.5195,2.7445 _ 10.1761,17976931348623157e292,Inf,7.801599999999998,2.7445,37.51950000000001,10.1761
weibull,0.903 _ 35.6555,11.4381 _ 11.7102,1079.148474930666,2172.296949861332,2.423461795131297,3.8727977983544304,1.4580837105881386,10.116144115077667
weibull,38.2241 _ 20.9933,20.6391 _ 5.2242,17976931348623157e292,Inf,38.22410000000001,20.639100000000003,20.993300000000005,5.2242
weibull,31.393 _ 27.9661,2.5523 _ 10.1198,17976931348623157e292,Inf,31.392999999999997,2.5523,27.966100000000004,10.1198
weibull,13.2658 _ 38.2442,13.675 _ 18.0481,17976931348623157e292,Inf,13.2658,13.674999999999999,38.244200000000006,18.048100000000005
weibull,19.8776 _ 5.0463,10.9533 _ 2.4604,17976931348623157e292,Inf,19.8776,10.9533,5.0463,2.4604
weibull,9.6192 _ 34.6112,11.5482 _ 0.638,17976931348623157e292,Inf,9.619199999999998,11.548200000000001,34.611200000000004,0.638
weibull,10.6836 _ 27.2435,9.6209 _ 22.6891,17976931348623157e292,Inf,10.683599999999998,9.6209,27.243500000000004,22.689099999999996
weibull,30.5027 _ 16.3146,4.7887 _ 0.7119,17976931348623157e292,Inf,30.502700000000004,4.7887,16.314600000000002,0.7119
weibull,20.8203 _ 37.5475,20.9272 _ 15.2607,17976931348623157e292,Inf,20.820300000000003,20.927200000000003,37.54749999999999,15.2607
weibull,21.7548 _ 4.3585,16.6471 _ 17.7203,1163.1786309283373,2340.3572618566745,312.1991008621425,16.079553514313716,1.491972066958089,4.592787698039266
weibull,16.0053 _ 38.4785,12.9387 _ 16.3509,17976931348623157e292,Inf,16.0053,12.938700000000003,38.478500000000004,16.3509
weibull,13.7577 _ 28.3849,8.0035 _ 11.8479,17976931348623157e292,Inf,13.757700000000002,8.0035000000000025,28.3849,11.847899999999997
weibull,6.017 _ 30.3975,5.9615 _ 3.7104,17976931348623157e292,Inf,6.017,5.9615,30.397500000000008,3.7104
weibull,32.4102 _ 2.1094,16.1055 _ 13.7017,1169.818031384833,2353.636062769666,0.2132059633740886,11.06645975181143,1.4720418474823354,4.663402500312528
weibull,2.2565 _ 39.6608,11.5222 _ 1.4424,1169.8180439888667,2353.6360879777335,1.4720420008708692,4.663400578755269,39.59229262069625,1.4351061807668593
weibull,5.4207 _ 20.6251,19.6642 _ 2.8856,1169.8180536769892,2353.6361073539783,1.4720419921863355,4.6634005736009145,1.7131875238792567,0.008730782498619563
gamma,3.0608 _ 3.081,5.9592 _ 5.1175,1059.9180783637562,2133.8361567275124,10.034913614459526,6.411252580886029,3.4740608960020305,1.557149027078944
gamma,6.3987 _ 5.8915,2.8292 _ 7.8074,1059.918078378603,2133.836156757206,3.474061509963317,1.5571495020095185,10.034914187728287,6.411235001516748
gamma,3.2119 _ 5.115,3.5307 _ 5.5584,1059.918105372708,2133.836210745416,3.47406213625173,1.5571499112534959,10.03493917483225,6.411255078576523
gamma,3.1446 _ 3.1094,7.6864 _ 7.5311,1059.9180783277018,2133.8361566554036,10.034925821094024,6.411243230233702,3.4740616604988404,1.557149763755492
gamma,4.3727 _ 4.2931,6.1176 _ 5.8439,1059.918079907779,2133.836159815558,10.034906672942354,6.4112023860040575,3.4740651001726426,1.5571531735645976
gamma,3.425 _ 5.6216,2.3419 _ 2.2776,1059.9180783859229,2133.8361567718457,3.4740604375800026,1.5571488763956056,10.034887654767342,6.411231224471023
gamma,2.9497 _ 4.253,7.9315 _ 4.2672,1059.9180782678998,2133.8361565357995,10.034951168721452,6.411244677297266,3.4740617020933393,1.5571502151695318
gamma,6.0052 _ 3.1953,7.3486 _ 6.3541,1059.9181031287162,2133.8362062574324,10.034946768399289,6.411256630570423,3.4740620406572225,1.5571500404826937
gamma,5.1279 _ 3.0524,1.145 _ 3.967,1059.918079218918,2133.836158437836,3.474062239232805,1.5571506428344446,10.034892523084933,6.411241107182248
gamma,3.8613 _ 6.092,7.5515 _ 4.5348,1059.9180797033819,2133.8361594067637,10.034925945365877,6.411234006254823,3.474061789385834,1.5571500947613364
gamma,4.0887 _ 5.5415,2.1593 _ 3.9142,1059.9181034814198,2133.8362069628397,3.4740652790430113,1.5571533174285257,10.034987438411584,6.411278123641785
gamma,5.1737 _ 3.5511,2.1101 _ 5.8724,1059.9180798509267,2133.8361597018534,3.474060868736693,1.5571495646392313,10.034993020877591,6.41124261215738
gamma,4.3381 _ 6.0148,6.8435 _ 6.0296,1059.9180786381858,2133.8361572763715,3.474057174109001,1.5571448374053694,10.034863378904035,6.411235037944894
gamma,4.3481 _ 3.0769,3.2149 _ 6.3096,1059.9180783408774,2133.836156681755,3.4740633658660056,1.5571512238922414,10.034952472459924,6.411251250028265
gamma,3.2897 _ 3.889,3.9568 _ 5.9728,1059.918079217853,2133.836158435706,3.474060818637397,1.557148944965839,10.034913632646587,6.411281610873227
gamma,4.313 _ 5.3204,4.3363 _ 6.0006,1059.918078437111,2133.836156874222,3.474060812365046,1.557148720326367,10.03491195299888,6.411211688547406
gamma,5.2601 _ 3.37,6.5599 _ 3.8299,1059.9180807182304,2133.8361614364608,10.035015675030506,6.411296137584506,3.474061152890759,1.5571495249743812
gamma,3.7757 _ 4.177,3.3543 _ 4.5465,1059.9180797292963,2133.8361594585926,3.4740589328473184,1.5571479998220081,10.03485448991464,6.411219379474441
gamma,2.8387 _ 4.6389,3.1621 _ 5.0456,1059.9180802716828,2133.8361605433656,3.474063163260488,1.5571510791849237,10.034966570709875,6.4112512563291775
gamma,3.3528 _ 5.4439,3.1165 _ 5.6367,1059.9180964781876,2133.8361929563753,3.474061252116385,1.5571506179264731,10.034918086401976,6.411229861771181
gamma,5.7763 _ 3.7187,7.1159 _ 6.8186,1059.9180782573578,2133.8361565147156,10.034918556956523,6.411242149046831,3.47405988348814,1.5571484183755644
gamma,5.911 _ 5.2051,3.4931 _ 2.5132,1059.9180801233383,2133.8361602466766,10.03499138775905,6.411242199053233,3.4740637169615973,1.557151944015301
gamma,4.2691 _ 3.8275,3.5795 _ 7.1294,1059.918078389564,2133.836156779128,3.4740617228823623,1.5571506710573515,10.034893963365182,6.411225904501786
gamma,5.5823 _ 5.6608,6.7633 _ 4.7103,1059.9180795549094,2133.8361591098187,10.034887099741178,6.411242813860158,3.474060379008203,1.5571492026547618
gamma,5.7221 _ 5.2948,6.9336 _ 4.8887,1059.9180958411746,2133.836191682349,10.03494017925744,6.411243830574754,3.4740617303005377,1.5571496605750603
gamma,3.2654 _ 2.8115,5.4374 _ 7.0377,1119.8424570954667,2253.6849141909333,103069.17263836366,3.677553363466863e-4,4.168601302093766,2.4708531727344294
gamma,5.203 _ 2.8394,7.625 _ 2.1691,1059.9180805818698,2133.8361611637397,10.035002209295943,6.411253805231698,3.4740654313132837,1.5571539096665852
gamma,5.3224 _ 3.6196,4.795 _ 4.6088,1059.918078353718,2133.836156707436,10.034914834461896,6.411240342780779,3.474061403781863,1.5571495390721308
gamma,4.1591 _ 4.0215,6.3955 _ 3.4276,1059.9180783666072,2133.8361567332145,10.03492211477575,6.411242196482642,3.474061546324197,1.5571493888160395
gamma,3.6066 _ 4.3311,1.5163 _ 5.8465,1059.9180783431786,2133.8361566863573,3.474061215139009,1.5571493915019736,10.034925530497842,6.4112487878665325
gamma,3.2228 _ 2.8975,2.9666 _ 7.5003,1059.9180794346566,2133.8361588693133,3.47406104757466,1.5571486564952577,10.034840008636841,6.411225203900477
gamma,6.0056 _ 5.5805,2.6646 _ 6.3117,1059.9180792261504,2133.836158452301,3.474062211593616,1.557150076296931,10.034946022090113,6.411246851141509
gamma,3.4975 _ 2.9456,5.8319 _ 4.7012,1059.918079526451,2133.836159052902,10.034859169195924,6.411240361350589,3.474060469340121,1.5571483850643741
gamma,4.7105 _ 5.7595,4.4184 _ 6.5419,1059.9180792280943,2133.8361584561885,3.4740608874027026,1.5571488313700894,10.034845651882067,6.4112446563946115
gamma,5.6333 _ 6.3464,1.1084 _ 5.6416,1059.9180787673724,2133.836157534745,3.474061922367012,1.5571506477395556,10.034830102463555,6.411240031594889
gamma,3.2369 _ 5.5889,3.5801 _ 5.9981,1059.9180794295803,2133.8361588591606,3.4740607869555307,1.5571483562546466,10.034905098072802,6.411234938170597
gamma,5.9251 _ 5.9217,7.1263 _ 3.9776,1059.9180783862544,2133.8361567725087,10.034899412213099,6.411238499215503,3.4740600204615455,1.5571477737452146
gamma,4.6519 _ 6.056,2.2519 _ 3.725,1059.9180784372556,2133.8361568745113,3.4740595793625837,1.5571484902336106,10.0348789535637,6.411244523390413
gamma,3.6011 _ 6.0474,7.686 _ 3.6852,1059.9180784291013,2133.8361568582027,10.034896782328914,6.411235816763266,3.474059888542375,1.5571483202100813
gamma,6.0041 _ 5.5904,7.018 _ 1.0962,1059.918078291561,2133.836156583122,10.034952253221038,6.4112416332960915,3.474061412616635,1.557149126505001
gamma,4.3973 _ 2.9836,1.588 _ 1.4521,1059.9180813014386,2133.8361626028773,10.035227482120446,6.411324618762674,3.4740691074763594,1.5571571850339458
gamma,3.1932 _ 3.3427,2.1361 _ 6.5708,1059.918079113757,2133.836158227514,3.474059845038912,1.5571476060988183,10.03492433607034,6.411240589382295
gamma,6.288 _ 4.5964,3.8305 _ 7.657,1059.9180802482017,2133.8361604964034,3.474062210597639,1.5571507135868043,10.034990604678116,6.411268488913303
gamma,5.9127 _ 5.3665,2.0239 _ 7.6961,1059.918079118567,2133.836158237134,3.4740510175508437,1.5571399062205886,10.034763881942784,6.411137930810947
gamma,4.378 _ 4.4621,4.1091 _ 6.6219,1059.9180803109039,2133.8361606218077,3.4740624252267507,1.5571502425375567,10.035031962511358,6.411263960395751
gamma,4.1576 _ 4.1765,4.3926 _ 1.9484,1059.918078854423,2133.836157708846,10.034716592739862,6.411202813073538,3.474054377995795,1.557142216555784
gamma,3.1656 _ 3.8179,1.3459 _ 1.8059,1059.9180794287306,2133.836158857461,3.474062065053569,1.5571504253623076,10.03495824683808,6.411233360066613
gamma,5.2656 _ 5.3218,6.507 _ 3.4126,1059.9180799761596,2133.836159952319,10.034999958630678,6.411237459882379,3.474061845286887,1.5571502298746838
gamma,4.2532 _ 4.58,6.0014 _ 2.0545,1059.918078904048,2133.836157808096,10.034984782277201,6.411231261786365,3.4740632388036765,1.5571511624945902
gamma,4.5093 _ 6.3968,1.68 _ 6.2568,1059.918078418847,2133.836156837694,3.4740606592172156,1.5571490199752993,10.03489582976419,6.4112307627229015
gamma,6.0405 _ 4.9112,6.2299 _ 5.09,1059.9180795592274,2133.836159118455,10.034941993533156,6.411241901192973,3.474061159707216,1.557149867121888
gamma,3.9383 _ 3.1645,7.6693 _ 7.7043,1059.9180786845989,2133.8361573691977,10.0349514838538,6.411236407098659,3.4740611816438625,1.5571495402462396
gamma,4.9517 _ 3.3625,3.8811 _ 3.4122,1059.91807907489,2133.83615814978,10.034887560580493,6.4112033039636644,3.4740600140748916,1.5571489078454854
gamma,2.8285 _ 6.2227,2.359 _ 3.9112,1059.9180797528313,2133.8361595056626,3.474057345049918,1.5571458279912762,10.03485722633409,6.411223513314147
gamma,3.9119 _ 5.0273,7.4508 _ 3.6405,1059.918078404442,2133.836156808884,10.034916866775006,6.4112531352773106,3.474060774666149,1.5571491174861172
gamma,5.318 _ 3.687,6.1912 _ 6.108,1059.9180782819708,2133.8361565639416,10.034935029122318,6.411240379135748,3.474061874842815,1.55714978902722
gamma,4.3784 _ 4.0818,3.3249 _ 7.5571,1059.918078383816,2133.836156767632,3.4740607093415483,1.5571477636928919,10.034906872761054,6.411236130189702
gamma,4.3512 _ 4.6563,2.3168 _ 6.6377,1059.9180786539737,2133.8361573079474,3.4740547687858814,1.5571426988245727,10.03480929192282,6.411214217987451
gamma,6.1353 _ 5.6862,1.9223 _ 2.6719,1059.9180837835468,2133.8361675670935,3.474060949305363,1.5571488558012967,10.034922325045859,6.411221478010444
gamma,5.7203 _ 3.1245,1.1626 _ 5.1354,1059.9180791656638,2133.8361583313276,3.4740651601120063,1.5571536269324375,10.03498861711581,6.411219869612651
gamma,6.1625 _ 3.0787,2.3679 _ 2.7848,1059.91807832386,2133.83615664772,10.034944172958609,6.411237222239669,3.474062787057646,1.5571502422217804
gamma,4.7642 _ 6.3016,3.5978 _ 5.2919,1059.9180784242637,2133.8361568485275,3.4740608279168885,1.557148501201434,10.03489299376901,6.411230126437043
gamma,6.2417 _ 3.2605,2.4175 _ 7.1962,1059.918078350682,2133.836156701364,10.034906016039072,6.4112194032421685,3.474059182317336,1.5571463612123442
gamma,3.5 _ 6.2517,2.954 _ 3.8193,1059.9180798706288,2133.8361597412577,3.474060466943539,1.5571475098568193,10.034912290510098,6.411217594059501
gamma,4.7042 _ 3.632,7.0568 _ 3.6343,1059.918078266741,2133.836156533482,10.034938573816921,6.4112461994174765,3.474061885986436,1.557149559355408
gamma,4.9181 _ 6.2158,3.4162 _ 2.6624,1059.918078271052,2133.836156542104,10.03500686372375,6.41126287586655,3.4740629519925186,1.5571507143575336
gamma,5.418 _ 3.3193,5.3614 _ 4.5374,1059.918098551411,2133.836197102822,10.034941193834623,6.411243654803751,3.4740614300750448,1.5571499251740912
gamma,4.4359 _ 5.8918,1.5559 _ 3.4006,1059.918080497191,2133.836160994382,3.4740618134285497,1.5571497567405994,10.034976730982285,6.41124271838633
gamma,5.0778 _ 4.6344,5.6643 _ 2.0805,1059.9180797463948,2133.8361594927896,10.034922135418144,6.411243690765299,3.4740636653453563,1.5571513667049364
gamma,5.9964 _ 3.4103,5.1116 _ 3.4791,1059.9180796963947,2133.8361593927893,10.034823824127784,6.411237464524689,3.4740589809822597,1.5571481925876152
gamma,3.0416 _ 3.8797,7.4757 _ 5.6508,1119.8425121245446,2253.685024249089,4.168599562647739,2.4708517543820236,85559.22835658333,3.327895332952044e-4
gamma,5.0888 _ 4.9537,4.5141 _ 1.9111,1059.9181077783048,2133.8362155566097,10.034810570195088,6.411184767790998,3.474057688673769,1.557146083343529
gamma,5.4174 _ 5.0157,5.778 _ 7.5367,1059.9180791593026,2133.836158318605,3.4740623798473322,1.5571507962342457,10.034939646118085,6.4111963650683785
gamma,5.8909 _ 3.012,6.7104 _ 7.9845,1059.9181074365974,2133.836214873195,3.4740531511799726,1.5571410017624296,10.034719186479759,6.411185654243435
gamma,5.1119 _ 3.8448,4.9265 _ 3.6076,1059.918079883607,2133.836159767214,10.034949825095962,6.4112417949363385,3.4740620746260342,1.557150154764675
gamma,3.011 _ 3.0412,1.7701 _ 4.9673,1059.9180803255874,2133.836160651175,3.4740631366461887,1.5571514604831482,10.034957912158077,6.411235870549767
gamma,3.4475 _ 3.1405,1.1009 _ 1.4141,1059.9180782880308,2133.8361565760615,3.4740586257643327,1.5571467050292476,10.034940400831493,6.4112466275009234
gamma,5.7312 _ 2.9539,2.4093 _ 7.9207,1119.8424844090023,2253.6849688180046,1.8184831681084505e-6,810.058473355641,4.168599433250669,2.4708516714988393
gamma,4.2268 _ 4.4011,3.7542 _ 3.3887,1059.918079776235,2133.83615955247,10.034861660913045,6.411171533652026,3.4740587492083206,1.5571471312688745
gamma,4.9647 _ 5.2942,5.99 _ 3.4441,1059.9180788648882,2133.8361577297765,10.035032172169336,6.411231768795365,3.474062523383198,1.5571498564018251
gamma,3.0755 _ 3.2985,4.7692 _ 1.0868,1059.9180784271528,2133.8361568543055,10.034886014871258,6.411239087259243,3.4740601810653438,1.5571489732355615
gamma,6.355 _ 5.2067,5.9 _ 4.3432,1059.918078341402,2133.836156682804,10.034963057568948,6.41124071155535,3.4740621480200025,1.5571500594870464
gamma,4.9305 _ 4.6318,2.6652 _ 5.895,1059.9180782684311,2133.8361565368623,3.474061595743373,1.557150438354723,10.034950394746138,6.411248873803145
